"indicateurs","zones","regions","Unit","Date","Value"
"Taille des ménages","Urban","Diourbel","","2015","9.35968471983768"
"Taille des ménages","Urban","Diourbel","","2016","9.35964951968755"
"Taille des ménages","Urban","Diourbel","","2017","9.35968471983768"
"Taille des ménages","Urban","Diourbel","","2018","9.35965163879799"
"Taille des ménages","Urban","Fatick","","1970","6.6"
"Taille des ménages","Urban","Fatick","","1971","6.6"
"Taille des ménages","Urban","Fatick","","1972","6.6"
"Taille des ménages","Urban","Fatick","","1973","6.6"
"Taille des ménages","Urban","Fatick","","1974","6.69333333333333"
"Taille des ménages","Urban","Fatick","","1975","6.78666666666667"
"Taille des ménages","Urban","Fatick","","1976","6.88"
"Taille des ménages","Urban","Fatick","","1977","6.97333333333333"
"Taille des ménages","Urban","Fatick","","1978","7.06666666666667"
"Taille des ménages","Urban","Fatick","","1979","7.16"
"Taille des ménages","Urban","Fatick","","1980","7.25333333333334"
"Taille des ménages","Urban","Fatick","","1981","7.34666666666667"
"Taille des ménages","Urban","Fatick","","1982","7.44"
"Taille des ménages","Urban","Fatick","","1983","7.53333333333334"
"Taille des ménages","Urban","Fatick","","1984","7.62666666666667"
"Taille des ménages","Urban","Fatick","","1985","7.72"
"Taille des ménages","Urban","Fatick","","1986","7.81333333333334"
"Taille des ménages","Urban","Fatick","","1987","7.90666666666667"
"Taille des ménages","Urban","Fatick","","1988","8"
"Taille des ménages","Urban","Fatick","","1989","8"
"Taille des ménages","Urban","Fatick","","1990","8"
"Taille des ménages","Urban","Fatick","","1991","8"
"Taille des ménages","Urban","Fatick","","1992","8"
"Taille des ménages","Urban","Fatick","","1993","8"
"Taille des ménages","Urban","Fatick","","1994","8"
"Taille des ménages","Urban","Fatick","","1995","8"
"Taille des ménages","Urban","Fatick","","1996","8"
"Taille des ménages","Urban","Fatick","","1997","8"
"Taille des ménages","Urban","Fatick","","1998","8"
"Taille des ménages","Urban","Fatick","","1999","8"
"Taille des ménages","Urban","Fatick","","2000","8"
"Taille des ménages","Urban","Fatick","","2001","9"
"Taille des ménages","Urban","Fatick","","2002","8.3"
"Taille des ménages","Urban","Fatick","","2003","8.6971891008207"
"Taille des ménages","Urban","Fatick","","2004","8.84058160017493"
"Taille des ménages","Urban","Fatick","","2005","8.98375244262715"
"Taille des ménages","Urban","Fatick","","2006","9.12670402349868"
"Taille des ménages","Urban","Fatick","","2007","9.26943837926788"
"Taille des ménages","Urban","Fatick","","2008","9.41195717440788"
"Taille des ménages","Urban","Fatick","","2009","9.55426168987447"
"Taille des ménages","Urban","Fatick","","2010","9.69635281316174"
"Taille des ménages","Urban","Fatick","","2011","9.83823102984623"
"Taille des ménages","Urban","Fatick","","2012","10.5744301124058"
"Taille des ménages","Urban","Fatick","","2013","10.1505670218348"
"Taille des ménages","Urban","Fatick","","2014","8.36720939038243"
"Taille des ménages","Urban","Fatick","","2015","8.36720939038243"
"Taille des ménages","Urban","Fatick","","2016","8.36720939038243"
"Taille des ménages","Urban","Fatick","","2017","8.36720939038243"
"Taille des ménages","Urban","Fatick","","2018","8.36720939038243"
"Taille des ménages","Urban","Kaffrine","","2008","8.5"
"Taille des ménages","Urban","Kaffrine","","2009","8.66913411147429"
"Taille des ménages","Urban","Kaffrine","","2010","8.84117277448488"
"Taille des ménages","Urban","Kaffrine","","2011","9.01616180064359"
"Taille des ménages","Urban","Kaffrine","","2012","9.40472619230368"
"Taille des ménages","Urban","Kaffrine","","2013","9.45677788789781"
"Taille des ménages","Urban","Kaffrine","","2014","9.45677788789781"
"Taille des ménages","Urban","Kaffrine","","2015","9.45677788789781"
"Taille des ménages","Urban","Kaffrine","","2016","9.45677788789781"
"Taille des ménages","Urban","Kaffrine","","2017","9.45677788789781"
"Taille des ménages","Urban","Kaffrine","","2018","9.45677788789781"
"Taille des ménages","Urban","Kaolack","","1970","6.9"
"Taille des ménages","Urban","Kaolack","","1971","6.9"
"Taille des ménages","Urban","Kaolack","","1972","6.9"
"Taille des ménages","Urban","Kaolack","","1973","6.9"
"Taille des ménages","Urban","Kaolack","","1974","6.98"
"Taille des ménages","Urban","Kaolack","","1975","7.06"
"Taille des ménages","Urban","Kaolack","","1976","7.14"
"Taille des ménages","Urban","Kaolack","","1977","7.22"
"Taille des ménages","Urban","Kaolack","","1978","7.3"
"Taille des ménages","Urban","Kaolack","","1979","7.38"
"Taille des ménages","Urban","Kaolack","","1980","7.46"
"Taille des ménages","Urban","Kaolack","","1981","7.54"
"Taille des ménages","Urban","Kaolack","","1982","7.62"
"Taille des ménages","Urban","Kaolack","","1983","7.7"
"Taille des ménages","Urban","Kaolack","","1984","7.78"
"Taille des ménages","Urban","Kaolack","","1985","7.86"
"Taille des ménages","Urban","Kaolack","","1986","7.94"
"Taille des ménages","Urban","Kaolack","","1987","8.02"
"Taille des ménages","Urban","Kaolack","","1988","8.1"
"Taille des ménages","Urban","Kaolack","","1989","8.1"
"Taille des ménages","Urban","Kaolack","","1990","8.1"
"Taille des ménages","Urban","Kaolack","","1991","8.1"
"Taille des ménages","Urban","Kaolack","","1992","7.9"
"Taille des ménages","Urban","Kaolack","","1993","7.9"
"Taille des ménages","Urban","Kaolack","","1994","7.9"
"Taille des ménages","Urban","Kaolack","","1995","7.9"
"Taille des ménages","Urban","Kaolack","","1996","7.9"
"Taille des ménages","Urban","Kaolack","","1997","7.9"
"Taille des ménages","Urban","Kaolack","","1998","7.9"
"Taille des ménages","Urban","Kaolack","","1999","7.9"
"Taille des ménages","Urban","Kaolack","","2000","7.9"
"Taille des ménages","Urban","Kaolack","","2001","8"
"Taille des ménages","Urban","Kaolack","","2002","8.7"
"Taille des ménages","Urban","Kaolack","","2003","8.84883496811127"
"Taille des ménages","Urban","Kaolack","","2004","8.86838182401425"
"Taille des ménages","Urban","Kaolack","","2005","8.88724932444854"
"Taille des ménages","Urban","Kaolack","","2006","8.90544583454666"
"Taille des ménages","Urban","Kaolack","","2007","8.92297963688525"
"Taille des ménages","Urban","Kaolack","","2008","8.93985893222241"
"Taille des ménages","Urban","Kaolack","","2009","8.95609184022885"
"Taille des ménages","Urban","Kaolack","","2010","8.97168640021279"
"Taille des ménages","Urban","Kaolack","","2011","8.98665057183888"
"Taille des ménages","Urban","Kaolack","","2012","12.4453259130147"
"Taille des ménages","Urban","Kaolack","","2013","8.43778021321112"
"Taille des ménages","Urban","Kaolack","","2014","8.43778021321112"
"Taille des ménages","Urban","Kaolack","","2015","8.43778021321112"
"Taille des ménages","Urban","Kaolack","","2016","8.43778021321112"
"Taille des ménages","Urban","Kaolack","","2017","8.43778021321112"
"Taille des ménages","Urban","Kaolack","","2018","8.4"
"Taille des ménages","Urban","Kédougou","","2008","7.8"
"Taille des ménages","Urban","Kédougou","","2009","7.8"
"Taille des ménages","Urban","Kédougou","","2010","8.5"
"Taille des ménages","Urban","Kédougou","","2011","8.5"
"Taille des ménages","Urban","Kédougou","","2012","9.63089296458131"
"Taille des ménages","Urban","Kédougou","","2013","6.96510764662212"
"Taille des ménages","Urban","Kédougou","","2014","6.96510764662212"
"Taille des ménages","Urban","Kédougou","","2015","6.96510764662212"
"Taille des ménages","Urban","Kédougou","","2016","6.96510764662212"
"Taille des ménages","Urban","Kédougou","","2017","6.96510764662212"
"Taille des ménages","Urban","Kédougou","","2018","6.96510764662212"
"Taille des ménages","Urban","Kolda","","1970","7.5"
"Taille des ménages","Urban","Kolda","","1971","7.5"
"Taille des ménages","Urban","Kolda","","1972","7.5"
"Taille des ménages","Urban","Kolda","","1973","7.5"
"Taille des ménages","Urban","Kolda","","1974","7.52666666666667"
"Taille des ménages","Urban","Kolda","","1975","7.55333333333333"
"Taille des ménages","Urban","Kolda","","1976","7.58"
"Taille des ménages","Urban","Kolda","","1977","7.60666666666667"
"Taille des ménages","Urban","Kolda","","1978","7.63333333333333"
"Taille des ménages","Urban","Kolda","","1979","7.66"
"Taille des ménages","Urban","Kolda","","1980","7.68666666666667"
"Taille des ménages","Urban","Kolda","","1981","7.71333333333333"
"Taille des ménages","Urban","Kolda","","1982","7.74"
"Taille des ménages","Urban","Kolda","","1983","7.76666666666666"
"Taille des ménages","Urban","Kolda","","1984","7.79333333333333"
"Taille des ménages","Urban","Kolda","","1985","7.82"
"Taille des ménages","Urban","Kolda","","1986","7.84666666666666"
"Taille des ménages","Urban","Kolda","","1987","7.87333333333333"
"Taille des ménages","Urban","Kolda","","1988","7.9"
"Taille des ménages","Urban","Kolda","","1989","7.9"
"Taille des ménages","Urban","Kolda","","1990","7.9"
"Taille des ménages","Urban","Kolda","","1991","7.9"
"Taille des ménages","Urban","Kolda","","1992","7.9"
"Taille des ménages","Urban","Kolda","","1993","7.9"
"Taille des ménages","Urban","Kolda","","1994","7.9"
"Taille des ménages","Urban","Kolda","","1995","7.9"
"Taille des ménages","Urban","Kolda","","1996","7.9"
"Taille des ménages","Urban","Kolda","","1997","7.9"
"Taille des ménages","Urban","Kolda","","1998","7.9"
"Taille des ménages","Urban","Kolda","","1999","7.9"
"Taille des ménages","Urban","Kolda","","2000","7.9"
"Taille des ménages","Urban","Kolda","","2001","8"
"Taille des ménages","Urban","Kolda","","2002","8.9"
"Taille des ménages","Urban","Kolda","","2003","9.57078108126655"
"Taille des ménages","Urban","Kolda","","2004","9.85892524803968"
"Taille des ménages","Urban","Kolda","","2005","7.8"
"Taille des ménages","Urban","Kolda","","2006","7.8"
"Taille des ménages","Urban","Kolda","","2007","7.8"
"Taille des ménages","Urban","Kolda","","2008","7.8"
"Taille des ménages","Urban","Kolda","","2009","7.8"
"Taille des ménages","Urban","Kolda","","2010","8.5"
"Taille des ménages","Urban","Kolda","","2011","8.5"
"Taille des ménages","Urban","Kolda","","2012","11.9882765749463"
"Taille des ménages","Urban","Kolda","","2013","7.49611135660628"
"Taille des ménages","Urban","Kolda","","2014","7.49611135660627"
"Taille des ménages","Urban","Kolda","","2015","7.49611135660627"
"Taille des ménages","Urban","Kolda","","2016","7.49611135660627"
"Taille des ménages","Urban","Kolda","","2017","7.49611135660628"
"Taille des ménages","Urban","Kolda","","2018","7.49611135660627"
"Taille des ménages","Urban","Louga","","1986","8.1"
"Taille des ménages","Urban","Louga","","1987","8.1"
"Taille des ménages","Urban","Louga","","1988","8.1"
"Taille des ménages","Urban","Louga","","1989","8.1"
"Taille des ménages","Urban","Louga","","1990","8.1"
"Taille des ménages","Urban","Louga","","1991","8.1"
"Taille des ménages","Urban","Louga","","1992","8.1"
"Taille des ménages","Urban","Louga","","1993","8.1"
"Taille des ménages","Urban","Louga","","1994","8.1"
"Taille des ménages","Urban","Louga","","1995","8.1"
"Taille des ménages","Urban","Louga","","1996","8.1"
"Taille des ménages","Urban","Louga","","1997","8.1"
"Taille des ménages","Urban","Louga","","1998","8.1"
"Taille des ménages","Urban","Louga","","1999","8.1"
"Taille des ménages","Urban","Louga","","2000","8.1"
"Taille des ménages","Urban","Louga","","2001","10"
"Taille des ménages","Urban","Louga","","2002","9.45846317549593"
"Taille des ménages","Urban","Louga","","2003","9.66188762825925"
"Taille des ménages","Urban","Louga","","2004","9.69819758980243"
"Taille des ménages","Urban","Louga","","2005","9.73308181259947"
"Taille des ménages","Urban","Louga","","2006","9.76656716839013"
"Taille des ménages","Urban","Louga","","2007","9.79866445759116"
"Taille des ménages","Urban","Louga","","2008","9.8294077100486"
"Taille des ménages","Urban","Louga","","2009","9.85881478321467"
"Taille des ménages","Urban","Louga","","2010","9.88691305458335"
"Taille des ménages","Urban","Louga","","2011","9.91372653161076"
"Taille des ménages","Urban","Louga","","2012","10.3815432834735"
"Taille des ménages","Urban","Louga","","2013","10.147403721943"
"Taille des ménages","Urban","Louga","","2014","8.60977713222278"
"Taille des ménages","Urban","Louga","","2015","8.60977713222278"
"Taille des ménages","Urban","Louga","","2016","8.60977713222278"
"Taille des ménages","Urban","Louga","","2017","8.60977713222278"
"Taille des ménages","Urban","Louga","","2018","8.60977713222278"
"Taille des ménages","Urban","Matam","","2002","9.71723907969323"
"Taille des ménages","Urban","Matam","","2003","7.8"
